"","county","weekstartdate","anycases","totalcases","est"
"10797","roberts",2016-02-14,0,0,8.32228113717884e-11
"10798","lincoln",2016-06-12,0,0,0.0321452649125036
"10799","lincoln",2016-06-19,0,0,0.0902842652654647
"10800","lincoln",2016-06-26,0,0,0.172003588330003
"10801","roberts",2016-04-03,0,0,4.02721841044771e-08
"10802","roberts",2016-04-10,0,0,1.49145576799047e-07
"10803","roberts",2016-04-17,0,0,4.49462214045707e-07
"10804","roberts",2016-04-24,0,0,3.13318519441954e-06
"10805","roberts",2016-05-01,0,0,1.5849069150832e-05
"10806","roberts",2016-05-08,0,0,4.09086739691302e-05
"10807","roberts",2016-05-15,0,0,0.000176194588792889
"10808","deuel",2016-08-07,0,0,0.0970524193465393
"10809","deuel",2016-08-14,0,0,0.0864369701383284
"10810","deuel",2016-08-21,0,0,0.0589301013837943
"10811","deuel",2016-08-28,0,0,0.0370040350358763
"10812","roberts",2016-06-19,0,0,0.0297363183475917
"10813","deuel",2016-09-18,0,0,0.00575005434463311
"10814","kingsbury",2016-01-10,0,0,3.08730384111899e-07
"10815","kingsbury",2016-01-17,0,0,1.7915500162954e-08
"10816","kingsbury",2016-01-24,0,0,2.22294781071643e-09
"10817","kingsbury",2016-01-31,0,0,3.44418924143284e-10
"10818","kingsbury",2016-02-07,0,0,1.40033372516915e-10
"10819","moody",2016-06-19,0,0,0.00601087229244661
"10820","moody",2016-06-26,0,0,0.012074054382932
"10821","moody",2016-07-03,0,0,0.0198485968243138
"10822","moody",2016-07-10,0,0,0.0360311916230414
"10823","clark",2016-01-24,0,0,1.74958405398776e-09
"10824","clark",2016-01-31,0,0,2.84896599555652e-10
"10825","clark",2016-02-07,0,0,1.00347607301006e-10
"10826","union",2016-04-10,0,0,8.92146735145385e-07
"10827","union",2016-04-17,0,0,1.83402772971337e-06
"10828","marshall",2016-07-24,1,1,0.225714579335928
"10829","union",2016-05-01,0,0,5.62317878531583e-05
"10830","union",2016-05-08,0,0,0.000145937690554005
"10831","union",2016-05-29,0,0,0.0025215891730362
"10832","union",2016-06-05,0,0,0.00541389706400881
"10833","marshall",2016-08-28,0,0,0.089167839622519
"10834","codington",2016-01-10,0,0,5.04048879828039e-07
"10835","codington",2016-01-17,0,0,4.14260908586608e-08
"10836","codington",2016-01-24,0,0,5.99627602012232e-09
"10837","codington",2016-01-31,0,0,9.1468173817066e-10
"10838","codington",2016-02-07,0,0,3.23363382251601e-10
"10839","codington",2016-02-14,0,0,1.14277503770327e-10
"10840","brookings",2016-07-31,1,1,0.426225238341473
"10841","day",2016-04-10,0,0,2.13163544908856e-07
"10842","day",2016-04-17,0,0,7.21272328111215e-07
"10843","day",2016-04-24,0,0,4.88398597179586e-06
"10844","union",2016-08-28,0,0,0.0928596610459446
"10845","union",2016-09-04,0,0,0.0598588474094698
"10846","union",2016-09-11,0,0,0.033729764962115
"10847","kingsbury",2016-09-04,0,0,0.0579382513469482
"10848","kingsbury",2016-09-11,0,0,0.029687422975352
"10849","kingsbury",2016-09-18,0,0,0.0143392798912414
"10850","kingsbury",2016-09-25,0,0,0.00952823827360984
"10851","kingsbury",2016-10-02,0,0,0.00486670840844035
"10852","kingsbury",2016-10-09,0,0,0.00208331347448597
"10853","kingsbury",2016-10-16,0,0,0.00100716902503617
"10854","kingsbury",2016-10-23,0,0,0.00046466949642019
"10855","kingsbury",2016-10-30,0,0,0.000270651195608492
"10856","grant",2016-07-17,0,0,0.135064845701972
"10857","grant",2016-07-24,0,0,0.187343896623114
"10858","miner",2016-01-03,0,0,1.46103212834046e-06
"10859","miner",2016-01-10,0,0,1.30769051066739e-07
"10860","miner",2016-01-17,0,0,9.25140176192921e-09
"10861","miner",2016-01-24,0,0,1.3706406746535e-09
"10862","miner",2016-01-31,0,0,2.11869278738903e-10
"10863","miner",2016-02-07,0,0,8.12588664767333e-11
"10864","marshall",2016-06-26,0,0,0.0628155538053159
"10865","marshall",2016-07-03,0,0,0.0895057809810082
"10866","marshall",2016-07-10,0,0,0.137961280907079
"10867","marshall",2016-07-17,0,0,0.172885420256367
"10868","deuel",2016-03-20,0,0,1.1404865121181e-09
"10869","marshall",2016-07-31,0,0,0.230473461385554
"10870","marshall",2016-08-07,0,0,0.207121703055265
"10871","marshall",2016-08-14,0,0,0.185185662099883
"10872","marshall",2016-08-21,0,0,0.133081436801691
"10873","deuel",2016-05-01,0,0,8.947942914694e-06
"10874","deuel",2016-05-08,0,0,2.56949364290405e-05
"10875","deuel",2016-05-15,0,0,0.000107109177284821
"10876","deuel",2016-05-22,0,0,0.000260057935074201
"10877","deuel",2016-05-29,0,0,0.00069521577413022
"10878","deuel",2016-06-05,0,0,0.00191170800571229
"10879","deuel",2016-06-12,0,0,0.00484726190509966
"10880","roberts",2016-02-21,0,0,8.38732942877119e-11
"10881","roberts",2016-02-28,0,0,1.80799304184879e-10
"10882","roberts",2016-03-06,0,0,4.09072392732463e-10
"10883","roberts",2016-03-13,0,0,7.66631202954191e-10
"10884","day",2016-05-01,0,0,2.5668544061843e-05
"10885","brookings",2016-09-04,0,0,0.134645639245056
"10886","brookings",2016-09-11,0,0,0.073555087107318
"10887","day",2016-05-22,0,0,0.000777349453773008
"10888","day",2016-05-29,0,0,0.00219334163041659
"10889","day",2016-06-05,0,0,0.00636325498917231
"10890","day",2016-06-12,0,0,0.0171551462444974
"10891","minnehaha",2016-01-03,0,0,3.04467371649716e-05
"10892","minnehaha",2016-01-10,0,0,2.56884888454535e-06
"10893","minnehaha",2016-01-17,0,0,1.81597521014799e-07
"10894","kingsbury",2016-01-03,0,0,4.22182039260455e-06
"10895","deuel",2016-09-11,0,0,0.0123079856158384
"10896","minnehaha",2016-02-07,0,0,1.0820019990828e-09
"10897","minnehaha",2016-02-14,0,0,3.6070593824084e-10
"10898","minnehaha",2016-02-21,0,0,3.1602096791559e-10
"10899","minnehaha",2016-02-28,0,0,7.87093781748974e-10
"10900","minnehaha",2016-03-06,0,0,2.20971849850371e-09
"10901","minnehaha",2016-03-13,0,0,5.16083166336752e-09
"10902","miner",2016-10-16,0,0,0.000515904025423297
"10903","miner",2016-10-23,0,0,0.000242162356567267
"10904","deuel",2016-02-21,0,0,1.99396609582622e-11
"10905","deuel",2016-02-28,0,0,5.24680618220271e-11
"10906","deuel",2016-03-06,0,0,1.50279384634061e-10
"10907","deuel",2016-03-13,0,0,2.96288162819178e-10
"10908","miner",2016-03-06,0,0,2.1005839348842e-10
"10909","deuel",2016-03-27,0,0,5.9235667660148e-09
"10910","deuel",2016-04-03,0,0,2.1265112364565e-08
"10911","mccook",2016-11-13,0,0,0.000425947584692007
"10912","mccook",2016-11-20,0,0,0.000223842166000765
"10913","miner",2016-04-10,0,0,1.35561884620918e-07
"10914","miner",2016-04-17,0,0,3.94234101788151e-07
"10915","marshall",2016-09-04,0,0,0.0666611912684585
"10916","day",2016-03-13,0,0,7.8165816610373e-10
"10917","day",2016-03-20,0,0,2.79560818412522e-09
"10918","day",2016-03-27,0,0,1.38964032660016e-08
"10919","day",2016-04-03,0,0,5.24231538888245e-08
"10920","brookings",2016-07-24,0,0,0.434632702288116
"10921","marshall",2016-10-09,0,0,0.00261086900381457
"10922","miner",2016-06-05,0,0,0.00179195087420612
"10923","miner",2016-06-12,0,0,0.0042306505002904
"10924","roberts",2016-03-20,0,0,2.64454192263056e-09
"10925","roberts",2016-03-27,0,0,1.18221658281349e-08
"10926","deuel",2016-07-17,0,0,0.0773390820850668
"10927","deuel",2016-07-24,0,0,0.11127150660285
"10928","deuel",2016-07-31,0,0,0.111090918084741
"10929","moody",2016-04-03,0,0,7.8054121985096e-09
"10930","moody",2016-04-10,0,0,3.10063160464564e-08
"10931","moody",2016-04-17,0,0,8.03873346081947e-08
"10932","moody",2016-04-24,0,0,5.42968073059551e-07
"10933","deuel",2016-09-04,0,0,0.0239181165109767
"10934","lake",2016-02-28,0,0,1.99877335612299e-10
"10935","lake",2016-03-06,0,0,5.55734131588215e-10
"10936","moody",2016-05-15,0,0,4.21496969421221e-05
"10937","moody",2016-05-22,0,0,0.000108158688129834
"10938","moody",2016-05-29,0,0,0.000303591896284466
"10939","moody",2016-06-05,0,0,0.000825286147222538
"10940","moody",2016-06-12,0,0,0.00203783729573957
"10941","minnehaha",2016-12-18,0,0,0.000125089411066439
"10942","minnehaha",2016-12-25,0,0,0.000334704004486929
"10943","clark",2016-01-17,0,0,1.28035360143194e-08
"10944","union",2016-03-13,0,0,3.57488921765426e-09
"10945","union",2016-03-20,0,0,1.18145325879833e-08
"10946","union",2016-03-27,0,0,7.37572499174395e-08
"10947","union",2016-04-03,0,0,2.58823014676311e-07
"10948","miner",2016-11-13,0,0,0.000203950909186158
"10949","miner",2016-03-13,0,0,4.16821369177156e-10
"10950","miner",2016-03-20,0,0,1.34674539201664e-09
"10951","miner",2016-03-27,0,0,8.22928643221901e-09
"10952","miner",2016-04-03,0,0,3.62575489035211e-08
"10953","deuel",2016-04-17,0,0,2.31696143826553e-07
"10954","deuel",2016-04-24,0,0,1.57917080765358e-06
"10955","minnehaha",2016-06-05,0,0,0.0290533950725781
"10956","minnehaha",2016-06-12,0,0,0.0644273334712531
"10957","minnehaha",2016-06-19,0,0,0.170669327424976
"10958","minnehaha",2016-06-26,0,0,0.296062674853714
"10959","minnehaha",2016-07-03,1,1,0.419369132095393
"10960","mccook",2016-12-25,0,0,2.53913511492396e-05
"10961","minnehaha",2016-07-24,1,1,0.671291971881445
"10962","minnehaha",2016-07-31,0,0,0.643651120710169
"10963","deuel",2016-06-19,0,0,0.0130464713604834
"10964","miner",2016-06-19,0,0,0.0118838309977693
"10965","miner",2016-06-26,0,0,0.0238496634239329
"10966","day",2016-05-08,0,0,7.44258280349789e-05
"10967","day",2016-05-15,0,0,0.000308121624491342
"10968","union",2016-09-18,0,0,0.0183980214956952
"10969","union",2016-09-25,0,0,0.0143298545887161
"10970","marshall",2016-12-04,0,0,0.00014672873567414
"10971","marshall",2016-12-11,0,0,6.57981016972265e-05
"10972","lake",2016-02-14,0,0,9.1502293800694e-11
"10973","lake",2016-02-21,0,0,8.10875256421164e-11
"10974","minnehaha",2016-10-23,0,0,0.0032932031287711
"10975","moody",2016-05-01,0,0,3.27619014288986e-06
"10976","union",2016-11-27,0,0,0.000135467171495141
"10977","union",2016-12-04,0,0,0.000103550147327645
"10978","union",2016-12-11,0,0,7.72972602451778e-05
"10979","union",2016-12-18,0,0,2.46689746937614e-05
"10980","union",2016-12-25,0,0,7.12026813519499e-05
"10981","lake",2016-04-17,0,0,1.1680284056645e-06
"10982","lake",2016-04-24,0,0,7.45827789211098e-06
"10983","lake",2016-05-01,0,0,4.2216067635147e-05
"10984","lake",2016-05-08,0,0,0.000125776541204749
"10985","miner",2016-02-14,0,0,3.12734539094788e-11
"10986","miner",2016-02-21,0,0,2.84181560857342e-11
"10987","miner",2016-02-28,0,0,7.73070633169838e-11
"10988","lake",2016-05-29,0,0,0.00321719788821813
"10989","miner",2016-11-20,0,0,0.000110082578771169
"10990","miner",2016-11-27,0,0,7.16769321607153e-05
"10991","miner",2016-12-04,0,0,4.31193078853926e-05
"10992","deuel",2016-04-10,0,0,8.44587181733589e-08
"10993","miner",2016-12-11,0,0,2.2603354139476e-05
"10994","miner",2016-12-18,0,0,6.33577362811899e-06
"10995","miner",2016-12-25,0,0,1.48621181948731e-05
"10996","minnehaha",2016-05-29,0,0,0.0117762603753873
"10997","miner",2016-04-24,0,0,2.31342164685117e-06
"10998","marshall",2016-09-11,0,0,0.03654415900333
"10999","marshall",2016-09-18,0,0,0.0175654330998286
"11000","marshall",2016-09-25,0,0,0.0108923601232393
"11001","marshall",2016-10-02,0,0,0.00627713060808282
"11002","miner",2016-05-29,0,0,0.00071293385076469
"11003","moody",2016-01-03,0,0,4.5871461673676e-07
"11004","deuel",2016-06-26,0,0,0.0220132184731383
"11005","deuel",2016-07-03,0,0,0.0332879620806387
"11006","deuel",2016-07-10,1,1,0.060804543528493
"11007","minnehaha",2016-09-04,0,0,0.251559373011587
"11008","marshall",2016-11-20,0,0,0.000288565506332519
"11009","marshall",2016-11-27,0,0,0.000214922007775878
"11010","minnehaha",2016-09-25,0,0,0.0650161150154904
"11011","minnehaha",2016-10-02,0,0,0.034030429559341
"11012","marshall",2016-12-18,0,0,1.61971923532404e-05
"11013","marshall",2016-12-25,0,0,5.86763470385046e-05
"11014","moody",2016-03-20,0,0,3.43223301856489e-10
"11015","moody",2016-03-27,0,0,2.03063330984622e-09
"11016","moody",2016-05-08,0,0,1.02718240936698e-05
"11017","union",2016-01-17,0,0,7.00929396367585e-08
"11018","union",2016-01-24,0,0,1.1115633621516e-08
"11019","union",2016-01-31,0,0,2.0401083021135e-09
"11020","union",2016-02-07,0,0,9.20708104557762e-10
"11021","union",2016-02-14,0,0,3.10293117444907e-10
"11022","union",2016-02-21,0,0,2.48197698108828e-10
"11023","union",2016-02-28,0,0,6.30853479991842e-10
"11024","minnehaha",2016-03-20,0,0,1.88108299917427e-08
"11025","deuel",2016-02-14,0,0,1.96315764350739e-11
"11026","miner",2016-10-30,0,0,0.000141806965055983
"11027","miner",2016-11-06,0,0,0.000216569593947585
"11028","minnehaha",2016-04-03,0,0,4.56047501282072e-07
"11029","lake",2016-06-05,0,0,0.00846548183239795
"11030","lake",2016-06-12,0,0,0.0202910942130007
"11031","lake",2016-06-19,0,0,0.0565985301785422
"11032","lake",2016-06-26,0,0,0.107822418479852
"11033","marshall",2016-10-30,0,0,0.000238820723355894
"11034","minnehaha",2016-05-08,0,0,0.000500795532575687
"11035","minnehaha",2016-05-15,0,0,0.00191139852304599
"11036","minnehaha",2016-05-22,0,0,0.00457096471208256
"11037","miner",2016-07-10,0,0,0.0728634029820989
"11038","miner",2016-07-17,0,0,0.0833940469142734
"11039","miner",2016-05-01,0,0,1.21752377727194e-05
"11040","miner",2016-05-08,0,0,3.39039258966386e-05
"11041","minnehaha",2016-07-10,1,1,0.574595540028331
"11042","minnehaha",2016-07-17,1,1,0.602802466403475
"11043","union",2016-01-03,0,0,9.61000497861125e-06
"11044","marshall",2016-10-16,0,0,0.00115196072570019
"11045","marshall",2016-10-23,0,0,0.000446100072229806
"11046","lake",2016-03-20,0,0,4.20689733716546e-09
"11047","marshall",2016-11-06,0,0,0.000403573986129785
"11048","minnehaha",2016-09-11,1,1,0.155237698095792
"11049","minnehaha",2016-09-18,0,0,0.0867785469481888
"11050","kingsbury",2016-11-20,0,0,0.000251886160865781
"11051","union",2016-03-06,0,0,1.37198501396992e-09
"11052","minnehaha",2016-10-09,0,0,0.0150027596121964
"11053","minnehaha",2016-10-16,0,0,0.00750591060529317
"11054","lake",2016-05-22,0,0,0.00118265193995974
"11055","kingsbury",2016-12-18,0,0,2.05966640188314e-05
"11056","minnehaha",2016-04-10,0,0,1.78417820353691e-06
"11057","union",2016-01-10,0,0,8.09799685514541e-07
"11058","lake",2016-03-13,0,0,1.19412873820716e-09
"11059","minnehaha",2016-05-01,0,0,0.00016929446585298
"11060","lake",2016-03-27,0,0,2.53937152160856e-08
"11061","lake",2016-04-03,0,0,1.0544465019248e-07
"11062","lake",2016-04-10,0,0,4.18388216371132e-07
"11063","miner",2016-07-03,0,0,0.0407307387934852
"11064","moody",2016-02-21,0,0,6.07899573981252e-12
"11065","clark",2016-01-03,0,0,2.33646037274992e-06
"11066","clark",2016-01-10,0,0,1.83842530818574e-07
"11067","miner",2016-07-31,0,0,0.104760122228782
"11068","miner",2016-05-15,0,0,0.000115849868941951
"11069","miner",2016-05-22,0,0,0.000279218292255617
"11070","minnehaha",2016-04-17,0,0,4.49536050074349e-06
"11071","minnehaha",2016-04-24,0,0,2.89066699722638e-05
"11072","minnehaha",2016-08-14,1,1,0.559071346942005
"11073","minnehaha",2016-08-21,0,0,0.461355072964447
"11074","minnehaha",2016-08-28,0,0,0.343970172571205
"11075","marshall",2016-11-13,0,0,0.000406542094267274
"11076","minnehaha",2016-11-20,0,0,0.00128873479776814
"11077","minnehaha",2016-11-27,0,0,0.000943023986801671
"11078","moody",2016-02-28,0,0,1.43035254394123e-11
"11079","miner",2016-07-24,0,0,0.108732690057449
"11080","lake",2016-05-15,0,0,0.000471648867125909
"11081","kingsbury",2016-12-11,0,0,6.85618071396215e-05
"11082","minnehaha",2016-10-30,0,0,0.00178726250551203
"11083","kingsbury",2016-12-25,0,0,5.9866049248694e-05
"11084","minnehaha",2016-08-07,1,1,0.597884621069504
"11085","moody",2016-02-07,0,0,1.68747432956563e-11
"11086","moody",2016-02-14,0,0,6.72788326613064e-12
"11087","minnehaha",2016-11-06,0,0,0.00252981315631286
"11088","minnehaha",2016-11-13,0,0,0.00222522644068315
"11089","moody",2016-03-06,0,0,4.11452496837368e-11
"11090","moody",2016-03-13,0,0,9.04573600310722e-11
"11091","kingsbury",2016-11-27,0,0,0.0001836284391093
"11092","kingsbury",2016-12-04,0,0,0.000124961097165275
"11093","moody",2016-01-24,0,0,3.35437567200351e-10
"11094","minnehaha",2016-12-11,0,0,0.000440258395401742
"11095","moody",2016-01-10,0,0,3.80176213459009e-08
"11096","moody",2016-01-17,0,0,2.76675934152171e-09
"11097","minnehaha",2016-12-04,0,0,0.000672052728872169
"11098","moody",2016-01-31,0,0,4.77557902937435e-11
"11099","kingsbury",2016-11-06,0,0,0.000432393476997299
"11100","minnehaha",2016-03-27,0,0,1.17065253895451e-07
"11101","kingsbury",2016-11-13,0,0,0.000426114488950423
"11102","codington",2017-12-10,0,0,6.36101274077448e-05
"11103","codington",2017-10-01,0,0,0.00945036515975389
"11104","clark",2017-09-03,0,0,0.0239753898838144
"11105","hamlin",2017-08-06,0,0,0.12163838207829
"11106","grant",2017-05-07,0,0,1.23037276679682e-05
"11107","codington",2017-10-29,0,0,0.00037216782617109
"11108","codington",2017-08-06,0,0,0.184381648818027
"11109","grant",2017-04-30,0,0,4.07768238633158e-06
"11110","codington",2017-08-13,0,0,0.158251325785183
"11111","grant",2017-04-23,0,0,6.98120562726585e-07
"11112","codington",2017-08-27,0,0,0.0862006517465439
"11113","codington",2017-10-08,0,0,0.00447670457802131
"11114","codington",2017-10-15,0,0,0.00152133574624955
"11115","codington",2017-08-20,0,0,0.126019183157306
"11116","codington",2017-11-05,0,0,0.000121322058213476
"11117","hamlin",2017-07-02,1,1,0.0499488217707137
"11118","codington",2017-11-12,0,0,5.01376072386182e-05
"11119","codington",2017-10-22,0,0,0.00101372439844327
"11120","clark",2017-08-27,0,0,0.0327363727834007
"11121","codington",2017-11-26,0,0,1.85770673911583e-05
"11122","codington",2017-12-03,0,0,4.92611473830612e-05
"11123","lincoln",2017-04-02,0,0,1.92379885852723e-07
"11124","hamlin",2017-08-13,0,0,0.100748690897377
"11125","hamlin",2017-04-30,0,0,9.76021431714743e-06
"11126","lincoln",2017-01-01,0,0,1.46517979941488e-05
"11127","codington",2017-09-03,0,0,0.0635153457656598
"11128","codington",2017-09-10,0,0,0.0436190270742459
"11129","codington",2017-09-24,0,0,0.0203169723485944
"11130","hamlin",2017-05-21,0,0,0.000483330228017822
"11131","hamlin",2017-05-28,0,0,0.0018780419872416
"11132","clark",2017-08-20,0,0,0.048390378719422
"11133","clark",2017-08-13,0,0,0.0613005656891289
"11134","hamlin",2017-10-22,0,0,0.000604015561701547
"11135","hamlin",2017-10-29,0,0,0.000218637658496281
"11136","hamlin",2017-11-05,0,0,7.29322613505346e-05
"11137","hamlin",2017-11-12,0,0,2.99675558403272e-05
"11138","lake",2017-01-08,0,0,1.94647927709612e-07
"11139","clark",2017-09-10,0,0,0.0163683951003913
"11140","clark",2017-09-17,0,0,0.0118758830437618
"11141","clark",2017-09-24,0,0,0.00732446633783782
"11142","codington",2017-09-17,0,0,0.0322057117764666
"11143","codington",2017-12-31,0,0,0.000128986487590492
"11144","hamlin",2017-10-08,0,0,0.0026735188212608
"11145","codington",2017-11-19,0,0,2.23867827381613e-05
"11146","hamlin",2017-07-16,0,0,0.0705102609645539
"11147","codington",2017-07-16,0,0,0.113542441137939
"11148","codington",2017-07-30,0,0,0.200983506008205
"11149","hamlin",2017-04-09,0,0,4.88149708526493e-08
"11150","hamlin",2017-03-12,0,0,6.49892005328531e-11
"11151","hamlin",2017-04-16,0,0,3.22227963257275e-07
"11152","hamlin",2017-04-23,0,0,1.69935833655603e-06
"11153","moody",2017-06-18,0,0,0.00224254530544095
"11154","lincoln",2017-01-08,0,0,2.0443654596669e-06
"11155","clark",2017-10-01,0,0,0.00347539882754684
"11156","hamlin",2017-05-14,0,0,9.67370965736457e-05
"11157","clark",2017-12-31,0,0,4.10264568129784e-05
"11158","hamlin",2017-07-09,0,0,0.0543653783185131
"11159","hamlin",2017-06-04,0,0,0.00442560306156955
"11160","hamlin",2017-06-11,0,0,0.00785628196129191
"11161","hamlin",2017-07-23,0,0,0.113753931582308
"11162","hamlin",2017-07-30,1,1,0.136130902612034
"11163","clark",2017-04-23,0,0,6.74202598910791e-07
