"","county","weekstartdate","anycases","totalcases","est"
"10304","codington",2016-12-04,0,0,0.000242380011856992
"10305","codington",2016-12-11,0,0,0.00011021884956862
"10306","codington",2016-12-18,0,0,3.01907136137453e-05
"10307","lincoln",2016-01-10,0,0,2.6286366749293e-06
"10308","hamlin",2016-05-15,0,0,0.000372166875310877
"10309","clark",2016-06-19,0,0,0.0340241888799021
"10310","hamlin",2016-05-29,0,0,0.00260389161341733
"10311","marshall",2016-01-03,0,0,1.7073701534794e-06
"10312","clark",2016-08-14,0,0,0.187974734333561
"10313","clark",2016-08-21,0,0,0.136167972188286
"10314","marshall",2016-01-24,0,0,4.75962368316774e-09
"10315","marshall",2016-01-31,0,0,9.58275196067946e-10
"10316","marshall",2016-02-07,0,0,3.29764440292897e-10
"10317","marshall",2016-02-14,0,0,9.76917308253275e-11
"10318","grant",2016-05-15,0,0,0.00017351122490971
"10319","grant",2016-05-22,0,0,0.000427329607143645
"10320","codington",2016-12-25,0,0,0.000118367685558129
"10321","hamlin",2016-10-02,0,0,0.00716621988607619
"10322","hamlin",2016-05-22,0,0,0.000945819597045409
"10323","hamlin",2016-10-16,0,0,0.00134687105878122
"10324","clark",2016-10-09,0,0,0.00246612660828136
"10325","hamlin",2016-02-21,0,0,6.05573819072695e-11
"10326","brookings",2016-11-06,0,0,0.000803130863634481
"10327","brookings",2016-11-13,0,0,0.000753538416399288
"10328","brookings",2016-11-20,0,0,0.000450114423919839
"10329","brookings",2016-12-11,0,0,0.00014579072603036
"10330","brookings",2016-12-18,0,0,4.77933227182945e-05
"10331","brookings",2016-12-25,0,0,0.000179384508830118
"10332","day",2016-10-02,0,0,0.00730858686942461
"10333","brookings",2016-04-03,0,0,1.26677944009688e-07
"10334","lincoln",2016-12-25,0,0,0.000126683172820392
"10335","hamlin",2016-10-09,0,0,0.00291086459326571
"10336","codington",2016-07-10,0,0,0.279724708905087
"10337","roberts",2016-10-16,0,0,0.000890097823174844
"10338","roberts",2016-09-25,0,0,0.00966642933290808
"10339","clark",2016-02-21,0,0,3.75899666567159e-11
"10340","clark",2016-02-28,0,0,9.95959538188689e-11
"10341","clark",2016-03-06,0,0,2.67338348868726e-10
"10342","clark",2016-03-13,0,0,5.56859776833989e-10
"10343","clark",2016-03-20,0,0,1.95953533709055e-09
"10344","clark",2016-03-27,0,0,1.03124185072214e-08
"10345","moody",2016-09-25,0,0,0.00178694372191436
"10346","moody",2016-10-02,0,0,0.000886323065515106
"10347","moody",2016-10-09,0,0,0.00037942072187873
"10348","roberts",2016-10-02,0,0,0.00512973980138915
"10349","roberts",2016-10-09,0,0,0.00201995446124633
"10350","moody",2016-10-30,0,0,4.68844332974712e-05
"10351","moody",2016-11-06,0,0,7.12185380139806e-05
"10352","grant",2016-04-10,0,0,1.40215542114248e-07
"10353","grant",2016-04-17,0,0,3.96570366214509e-07
"10354","lake",2016-11-20,0,0,0.000467407285068716
"10355","lake",2016-11-27,0,0,0.000340423704849532
"10356","lake",2016-12-04,0,0,0.000237410632871063
"10357","lake",2016-12-11,0,0,0.000146436750836144
"10358","lake",2016-12-18,0,0,4.50623956090382e-05
"10359","lake",2016-12-25,0,0,0.000132704943923928
"10360","clark",2016-09-11,0,0,0.0329234847742074
"10361","moody",2016-10-16,0,0,0.000187816083846013
"10362","moody",2016-10-23,0,0,8.20395449290499e-05
"10363","codington",2016-07-03,1,1,0.174980340279295
"10364","codington",2016-06-12,0,0,0.0294538607068001
"10365","union",2016-11-13,0,0,0.000339384563914296
"10366","union",2016-11-20,0,0,0.000192824850271516
"10367","clark",2016-10-16,0,0,0.00119116028367542
"10368","clark",2016-10-23,0,0,0.000551222624645514
"10369","brookings",2016-11-27,0,0,0.000338913601365889
"10370","mccook",2016-08-07,1,1,0.200502441712283
"10371","hamlin",2016-03-20,0,0,3.31127551598026e-09
"10372","hamlin",2016-03-27,0,0,1.76129836242464e-08
"10373","lincoln",2016-01-03,0,0,3.26452879954754e-05
"10374","brookings",2016-03-06,0,0,7.27413709302204e-10
"10375","brookings",2016-03-13,0,0,1.53960447680645e-09
"10376","brookings",2016-03-20,0,0,5.95206115075159e-09
"10377","brookings",2016-04-10,0,0,4.95328913562946e-07
"10378","brookings",2016-04-17,0,0,1.30400314056162e-06
"10379","brookings",2016-04-24,0,0,8.5632903747904e-06
"10380","brookings",2016-05-01,0,0,4.93177908059294e-05
"10381","brookings",2016-05-08,0,0,0.000147451093346771
"10382","brookings",2016-05-15,0,0,0.000596860630960626
"10383","brookings",2016-05-22,0,0,0.00152086786572675
"10384","brookings",2016-05-29,0,0,0.00417524522839451
"10385","brookings",2016-06-05,0,0,0.0112373924005168
"10386","brookings",2016-06-12,0,0,0.0273542492787132
"10387","brookings",2016-06-19,0,0,0.0724856845685747
"10388","brookings",2016-06-26,0,0,0.129607059632272
"10389","brookings",2016-07-03,0,0,0.192006886898893
"10390","grant",2016-12-25,0,0,7.45189734195047e-05
"10391","lake",2016-10-02,0,0,0.00877533644053973
"10392","marshall",2016-01-10,0,0,1.61059430609062e-07
"10393","marshall",2016-01-17,0,0,2.59806306199754e-08
"10394","moody",2016-11-27,0,0,3.3813139808488e-05
"10395","moody",2016-12-04,0,0,2.58348611664114e-05
"10396","moody",2016-12-11,0,0,1.72745420051628e-05
"10397","moody",2016-12-18,0,0,5.51644701856858e-06
"10398","moody",2016-12-25,0,0,1.83006154501016e-05
"10399","union",2016-10-02,0,0,0.00705309348355746
"10400","union",2016-10-09,0,0,0.00330738181790838
"10401","union",2016-10-16,0,0,0.0016504202620078
"10402","clark",2016-09-18,0,0,0.0159557243926547
"10403","clark",2016-09-25,0,0,0.010300911943377
"10404","clark",2016-10-02,0,0,0.00571527792488262
"10405","hamlin",2016-02-14,0,0,6.17504014265586e-11
"10406","brookings",2016-10-30,0,0,0.000516245208533088
"10407","mccook",2016-07-03,0,0,0.0976429290388289
"10408","mccook",2016-07-10,0,0,0.171775529072433
"10409","clark",2016-10-30,0,0,0.000332085631716094
"10410","mccook",2016-07-24,0,0,0.241357338602959
"10411","mccook",2016-07-31,0,0,0.228109646590564
"10412","mccook",2016-08-14,0,0,0.180701557720669
"10413","mccook",2016-08-21,0,0,0.133646364440649
"10414","mccook",2016-08-28,0,0,0.0862228724795347
"10415","mccook",2016-09-04,0,0,0.0586871540444751
"10416","lincoln",2016-01-17,0,0,1.83855742064939e-07
"10417","lincoln",2016-01-24,0,0,2.39445273418772e-08
"10418","lincoln",2016-01-31,0,0,3.67850250390118e-09
"10419","lincoln",2016-02-07,0,0,1.2905551170334e-09
"10420","hamlin",2016-06-12,0,0,0.0175525887587683
"10421","hamlin",2016-06-19,0,0,0.0459251058936223
"10422","hamlin",2016-06-26,0,0,0.0796862588022766
"10423","lincoln",2016-04-03,0,0,4.90409586807573e-07
"10424","lincoln",2016-04-10,0,0,1.73990393577647e-06
"10425","hamlin",2016-08-07,0,0,0.293290578875306
"10426","hamlin",2016-08-14,0,0,0.272041762171145
"10427","hamlin",2016-08-21,1,1,0.202063554658699
"10428","hamlin",2016-08-28,0,0,0.135485561660042
"10429","hamlin",2016-09-04,0,0,0.0930956709847446
"10430","hamlin",2016-09-11,0,0,0.0484348501660864
"10431","hamlin",2016-09-18,0,0,0.0231783648143166
"10432","moody",2016-11-13,0,0,6.8051703963516e-05
"10433","moody",2016-11-20,0,0,4.23088853929075e-05
"10434","lake",2016-11-06,0,0,0.00077956438011407
"10435","lake",2016-11-13,0,0,0.00077397401452365
"10436","codington",2016-04-03,0,0,9.49407739990337e-08
"10437","codington",2016-04-10,0,0,3.96935925248522e-07
"10438","codington",2016-04-17,0,0,1.27948287576635e-06
"10439","codington",2016-04-24,0,0,9.02113417100769e-06
"10440","codington",2016-05-01,0,0,4.97584875295097e-05
"10441","codington",2016-05-15,0,0,0.00059071293304605
"10442","codington",2016-05-22,0,0,0.00150162739549524
"10443","codington",2016-05-29,0,0,0.00420414279169296
"10444","codington",2016-06-05,0,0,0.0115185391968971
"10445","lincoln",2016-10-16,0,0,0.004239607064234
"10446","lincoln",2016-10-23,0,0,0.00182301347778465
"10447","lincoln",2016-10-30,0,0,0.000955655303264533
"10448","lincoln",2016-11-06,0,0,0.0012045149921957
"10449","mccook",2016-07-17,0,0,0.192967124053109
"10450","lincoln",2016-11-20,0,0,0.000514415681579478
"10451","lincoln",2016-11-27,0,0,0.000361004073143507
"10452","lincoln",2016-12-04,0,0,0.000248876454111025
"10453","lincoln",2016-12-11,0,0,0.000172834561755003
"10454","lincoln",2016-12-18,0,0,4.91217677789147e-05
"10455","roberts",2016-08-28,0,0,0.0766228577337655
"10456","roberts",2016-09-04,1,1,0.0553532295381304
"10457","roberts",2016-09-11,0,0,0.0312564466578092
"10458","roberts",2016-09-18,0,0,0.0153734001911366
"10459","clark",2016-02-14,0,0,3.89137346068659e-11
"10460","kingsbury",2016-03-20,0,0,3.49874457379391e-09
"10461","kingsbury",2016-03-27,0,0,1.9846052516712e-08
"10462","kingsbury",2016-04-03,0,0,8.07256169144191e-08
"10463","kingsbury",2016-04-10,0,0,3.00697295797995e-07
"10464","kingsbury",2016-04-17,0,0,8.49481200130221e-07
"10465","kingsbury",2016-04-24,0,0,5.05895879350366e-06
"10466","grant",2016-01-03,0,0,1.4833614329989e-06
"10467","grant",2016-01-10,0,0,1.23716229353972e-07
"10468","roberts",2016-12-18,0,0,2.1505974125002e-05
"10469","roberts",2016-12-25,0,0,0.000109656252567156
"10470","grant",2016-01-31,0,0,4.54986341164938e-10
"10471","grant",2016-02-07,0,0,1.58709810778757e-10
"10472","grant",2016-02-14,0,0,5.16638397686344e-11
"10473","grant",2016-02-21,0,0,5.33119382809574e-11
"10474","grant",2016-02-28,0,0,1.29664634279782e-10
"10475","grant",2016-03-06,0,0,3.2987904393452e-10
"10476","grant",2016-03-13,0,0,6.09859653701086e-10
"10477","grant",2016-03-20,0,0,2.24329722382098e-09
"10478","grant",2016-03-27,0,0,1.06208944640789e-08
"10479","lake",2016-01-03,0,0,5.24075221145145e-06
"10480","lake",2016-01-10,0,0,4.34969002024828e-07
"10481","marshall",2016-02-21,0,0,9.31355848939158e-11
"10482","marshall",2016-02-28,0,0,2.18222006414342e-10
"10483","union",2016-10-23,0,0,0.000728046099926937
"10484","union",2016-10-30,0,0,0.000376617621363101
"10485","union",2016-11-06,0,0,0.000465121295608713
"10486","brookings",2016-01-03,0,0,6.03678560803503e-06
"10487","brookings",2016-01-10,0,0,4.63938148512853e-07
"10488","brookings",2016-01-17,0,0,3.03473029482813e-08
"10489","brookings",2016-01-24,0,0,3.6861218688376e-09
"10490","brookings",2016-01-31,0,0,5.7484431128263e-10
"10491","brookings",2016-02-07,0,0,2.25882859120448e-10
"10492","brookings",2016-02-14,0,0,1.03954322075993e-10
"10493","brookings",2016-02-21,0,0,9.68021112411195e-11
"10494","brookings",2016-02-28,0,0,2.41754482194876e-10
"10495","clark",2016-11-27,0,0,0.000307596770232619
"10496","clark",2016-12-04,0,0,0.000208428229257308
"10497","clark",2016-12-11,0,0,9.19916448892966e-05
"10498","clark",2016-12-18,0,0,2.34401819515825e-05
"10499","clark",2016-12-25,0,0,7.03368535417287e-05
"10500","grant",2016-10-02,0,0,0.00373099251740729
"10501","grant",2016-10-09,0,0,0.00146780254372413
"10502","grant",2016-10-16,0,0,0.000673883671855441
"10503","grant",2016-10-23,0,0,0.000251364204855194
"10504","grant",2016-10-30,0,0,0.000128072064723397
"10505","grant",2016-11-06,0,0,0.000228804943142509
"10506","grant",2016-11-13,0,0,0.000231371892687305
"10507","grant",2016-11-20,0,0,0.000154432433779961
"10508","grant",2016-11-27,0,0,0.000122855736328805
"10509","lake",2016-08-14,0,0,0.278771401801242
"10510","lake",2016-08-21,1,1,0.209442915215689
"10511","brookings",2016-07-10,0,0,0.305744281722955
"10512","brookings",2016-07-17,0,0,0.350042013068983
"10513","lake",2016-10-09,0,0,0.00389678257884277
"10514","lake",2016-10-16,0,0,0.00193984323309147
"10515","lake",2016-10-23,0,0,0.000884560304477179
"10516","lake",2016-10-30,0,0,0.000509068523162752
"10517","codington",2016-03-06,0,0,6.8187973313353e-10
"10518","codington",2016-03-13,0,0,1.29622699055287e-09
"10519","codington",2016-03-20,0,0,4.89685662146885e-09
"10520","codington",2016-03-27,0,0,2.48925493341087e-08
"10521","hamlin",2016-01-03,0,0,3.49044506011248e-06
"10522","codington",2016-05-08,0,0,0.000143636734658949
"10523","hamlin",2016-01-24,0,0,2.45958726314896e-09
"10524","hamlin",2016-01-31,0,0,3.79076634313663e-10
"10525","hamlin",2016-02-07,0,0,1.47875805159486e-10
"10526","brookings",2016-10-23,0,0,0.000945356650700955
"10527","mccook",2016-06-26,0,0,0.0569232607069419
"10528","brookings",2016-10-16,0,0,0.00223916107675836
"10529","day",2016-07-10,0,0,0.173710165453465
"10530","day",2016-07-17,0,0,0.21181987233976
"10531","day",2016-07-24,1,1,0.270579572155726
"10532","day",2016-07-31,0,0,0.272270881161523
"10533","day",2016-08-14,1,1,0.221282454232934
"10534","day",2016-08-21,0,0,0.161189051791336
"10535","day",2016-08-28,0,0,0.108382652131504
"10536","day",2016-09-04,0,0,0.0802676433296329
"10537","day",2016-10-09,0,0,0.00303290101251435
"10538","day",2016-10-16,0,0,0.00136215621901015
"10539","day",2016-10-23,0,0,0.000560836220078949
"10540","day",2016-10-30,0,0,0.000307675854842623
"10541","lincoln",2016-02-14,0,0,4.07902391914794e-10
"10542","lincoln",2016-02-21,0,0,3.45061207224988e-10
"10543","lincoln",2016-02-28,0,0,8.74076027186023e-10
"10544","lincoln",2016-03-06,0,0,2.33346971878576e-09
"10545","lincoln",2016-03-13,0,0,6.06060964461871e-09
"10546","lincoln",2016-03-20,0,0,2.15304589146701e-08
"10547","lincoln",2016-04-17,0,0,3.75157932844107e-06
"10548","lincoln",2016-04-24,0,0,2.21789889740927e-05
"10549","lincoln",2016-05-01,0,0,0.00012609194162379
"10550","lincoln",2016-05-08,0,0,0.000345682248061955
"10551","lincoln",2016-05-15,0,0,0.00123154928697722
"10552","lincoln",2016-05-22,0,0,0.00280492627084554
"10553","hamlin",2016-09-25,0,0,0.0140588865027331
"10554","hamlin",2016-10-23,0,0,0.000569832999145052
"10555","hamlin",2016-10-30,0,0,0.000312142153255893
"10556","hamlin",2016-11-06,0,0,0.000533496270911405
"10557","hamlin",2016-11-13,0,0,0.000529601214929829
"10558","hamlin",2016-11-20,0,0,0.000322789995749875
"10559","hamlin",2016-11-27,0,0,0.000231800262163882
"10560","hamlin",2016-12-04,0,0,0.000153321015569578
"10561","hamlin",2016-12-11,0,0,7.45539015703766e-05
"10562","hamlin",2016-12-18,0,0,2.15799540936803e-05
"10563","hamlin",2016-12-25,0,0,7.55141416390236e-05
"10564","lincoln",2016-10-02,0,0,0.0185855155506205
"10565","lincoln",2016-10-09,0,0,0.00831626298091639
"10566","lincoln",2016-09-18,0,0,0.0484039987053347
"10567","lincoln",2016-09-25,0,0,0.0368391879005878
"10568","roberts",2016-07-03,0,0,0.0687711507585796
"10569","roberts",2016-07-10,0,0,0.114788505556949
"10570","lincoln",2016-11-13,0,0,0.000942656015241225
"10571","roberts",2016-07-24,0,0,0.203063478034583
"10572","roberts",2016-07-31,0,0,0.205006581825378
"10573","roberts",2016-08-07,0,0,0.178605442409725
"10574","roberts",2016-08-14,0,0,0.159591369686742
"10575","roberts",2016-08-21,0,0,0.11430300072838
"10576","kingsbury",2016-02-14,0,0,6.10975255395342e-11
"10577","kingsbury",2016-02-21,0,0,5.84269149932459e-11
"10578","kingsbury",2016-02-28,0,0,1.65061491775704e-10
"10579","kingsbury",2016-03-06,0,0,4.84589840972126e-10
"10580","kingsbury",2016-03-13,0,0,1.0208038806894e-09
"10581","deuel",2016-11-27,0,0,5.95852367265917e-05
"10582","deuel",2016-12-04,0,0,4.39584783352992e-05
"10583","deuel",2016-12-11,0,0,2.40353764500647e-05
"10584","deuel",2016-12-18,0,0,8.09317727185853e-06
"10585","deuel",2016-12-25,0,0,3.89506284361269e-05
"10586","moody",2016-08-21,0,0,0.0250947895994729
"10587","kingsbury",2016-05-01,0,0,2.68597030571909e-05
"10588","kingsbury",2016-05-08,0,0,7.70205011239667e-05
"10589","grant",2016-01-17,0,0,1.52310601572384e-08
"10590","grant",2016-01-24,0,0,2.62419735829392e-09
"10591","kingsbury",2016-05-29,0,0,0.00183968055934514
"10592","kingsbury",2016-06-05,0,0,0.00477588350391969
"10593","kingsbury",2016-06-12,0,0,0.0116821655770025
"10594","kingsbury",2016-06-19,0,0,0.0317006748634562
"10595","kingsbury",2016-06-26,0,0,0.0596398062003734
"10596","kingsbury",2016-07-03,0,0,0.0953298664376245
"10597","kingsbury",2016-07-10,0,0,0.161772568880578
"10598","kingsbury",2016-07-17,0,0,0.184231712729255
"10599","kingsbury",2016-07-24,0,0,0.23584614464102
"10600","kingsbury",2016-07-31,0,0,0.23003892480417
"10601","kingsbury",2016-08-07,0,0,0.204443356756901
"10602","lake",2016-01-17,0,0,3.02605775562885e-08
"10603","lake",2016-01-24,0,0,4.11239840568192e-09
"10604","lake",2016-01-31,0,0,6.02894584936547e-10
"10605","lake",2016-02-07,0,0,2.25360238513955e-10
"10606","grant",2016-05-29,0,0,0.00119246044665319
"10607","grant",2016-06-05,0,0,0.00348173529726718
"10608","grant",2016-06-12,0,0,0.00924482521409661
"10609","grant",2016-06-19,0,0,0.025707319540872
"10610","grant",2016-06-26,0,0,0.0419520057802431
"10611","grant",2016-07-03,0,0,0.0611085515602129
"10612","grant",2016-07-10,0,0,0.105532402106505
"10613","clark",2016-11-06,0,0,0.000592481569546118
"10614","clark",2016-11-13,0,0,0.000635308803488407
"10615","clark",2016-11-20,0,0,0.00041540371331651
"10616","marshall",2016-05-22,0,0,0.000592962846523504
"10617","marshall",2016-05-29,0,0,0.00170962205332404
"10618","marshall",2016-06-05,0,0,0.00505504416926659
"10619","marshall",2016-06-12,0,0,0.0137558576341192
"10620","marshall",2016-06-19,0,0,0.0376044577340113
"10621","brookings",2016-03-27,0,0,3.33187317994128e-08
"10622","day",2016-01-03,0,0,2.03781828558376e-06
"10623","day",2016-01-10,0,0,1.75870937191882e-07
"10624","day",2016-01-17,0,0,1.9402435133881e-08
"10625","day",2016-01-24,0,0,3.26729984651932e-09
"10626","day",2016-01-31,0,0,5.64173423330968e-10
"10627","day",2016-02-07,0,0,1.99711589619347e-10
"10628","day",2016-02-14,0,0,6.56892346985743e-11
"10629","day",2016-02-21,0,0,6.54203227329917e-11
"10630","day",2016-02-28,0,0,1.69642775246122e-10
"10631","day",2016-03-06,0,0,3.96433154026489e-10
"10632","lake",2016-08-28,0,0,0.138718351094259
"10633","lake",2016-09-04,0,0,0.0933813723290656
"10634","lake",2016-09-11,0,0,0.0502969415289062
"10635","lake",2016-09-18,0,0,0.0254251799357069
"10636","lake",2016-09-25,0,0,0.0176376910221317
"10637","codington",2016-02-21,0,0,1.12431802893113e-10
"10638","codington",2016-02-28,0,0,2.74514534447867e-10
"10639","mccook",2016-04-24,0,0,6.03797101160115e-06
"10640","mccook",2016-05-01,0,0,3.24503040108889e-05
"10641","mccook",2016-05-08,0,0,9.05187968178601e-05
"10642","mccook",2016-05-15,0,0,0.000313827496170846
"10643","hamlin",2016-01-10,0,0,2.70016006701553e-07
"10644","hamlin",2016-01-17,0,0,1.82689086129767e-08
"10645","mccook",2016-06-05,0,0,0.00454652659127186
"10646","mccook",2016-06-12,0,0,0.00984129828239365
"10647","mccook",2016-06-19,0,0,0.0280166841601143
"10648","brookings",2016-10-09,0,0,0.00466615374014626
"10649","miner",2016-08-14,1,1,0.0816653861511143
"10650","miner",2016-08-21,1,1,0.0578583111032275
"10651","miner",2016-08-28,0,0,0.0356463253514753
"10652","miner",2016-09-04,0,0,0.0240116712543227
"10653","miner",2016-09-11,0,0,0.0124225134735674
"10654","day",2016-08-07,0,0,0.244256747223875
"10655","deuel",2016-01-03,0,0,7.34881540726871e-07
"10656","deuel",2016-01-10,0,0,5.69110016012793e-08
"10657","deuel",2016-01-17,0,0,4.80148933485052e-09
"10658","day",2016-09-11,1,1,0.0429139483100165
"10659","day",2016-09-18,0,0,0.0208877049321086
"10660","day",2016-09-25,0,0,0.0128207245950486
"10661","mccook",2016-09-18,0,0,0.0168811812426296
"10662","day",2016-11-06,0,0,0.000545483501201042
"10663","day",2016-11-13,0,0,0.00055770957877704
"10664","day",2016-11-20,0,0,0.000367154569051858
"10665","day",2016-11-27,0,0,0.000265795398613621
"10666","day",2016-12-04,0,0,0.000166033172503213
"10667","day",2016-12-11,0,0,6.88908491098429e-05
"10668","day",2016-12-18,0,0,1.65466878653351e-05
"10669","day",2016-12-25,0,0,5.66705902136697e-05
"10670","mccook",2016-11-27,0,0,0.000133112331472472
"10671","mccook",2016-12-04,0,0,7.48705827603984e-05
"10672","mccook",2016-12-11,0,0,4.26954966132166e-05
"10673","mccook",2016-12-18,0,0,1.12829298793513e-05
"10674","lincoln",2016-05-29,0,0,0.00662302999874697
"10675","lincoln",2016-06-05,0,0,0.0153618035566474
"10676","lincoln",2016-07-03,0,0,0.272562698393089
"10677","lincoln",2016-07-10,1,1,0.422813371542055
"10678","lincoln",2016-07-17,0,0,0.460201451877131
"10679","lincoln",2016-07-24,1,1,0.534395365777082
"10680","lincoln",2016-07-31,1,1,0.496879318734393
"10681","lincoln",2016-08-07,0,0,0.445999364021591
"10682","lincoln",2016-08-14,0,0,0.402999667306512
"10683","lincoln",2016-08-21,0,0,0.311444109565717
"10684","lincoln",2016-08-28,0,0,0.213457747287223
"10685","lincoln",2016-09-04,0,0,0.147815495659863
"10686","lincoln",2016-09-11,1,1,0.0882836186306902
"10687","roberts",2016-05-22,0,0,0.000431992228762513
"10688","roberts",2016-05-29,0,0,0.00125220342982999
"10689","roberts",2016-06-05,0,0,0.00379624065887553
"10690","roberts",2016-06-12,0,0,0.0104102155815439
"10691","roberts",2016-07-17,0,0,0.148022925700173
"10692","roberts",2016-06-26,0,0,0.0483324243138571
"10693","deuel",2016-09-25,0,0,0.00324597794213924
"10694","deuel",2016-10-02,0,0,0.00162710367941811
"10695","deuel",2016-10-09,0,0,0.00064321216822869
"10696","deuel",2016-10-16,0,0,0.000300433912171076
"10697","deuel",2016-10-23,0,0,0.00012264467702049
"10698","deuel",2016-10-30,0,0,6.69946614396326e-05
"10699","deuel",2016-11-06,0,0,0.000119264400806717
"10700","deuel",2016-11-13,0,0,0.000118418392623397
"10701","deuel",2016-11-20,0,0,7.57251314444509e-05
"10702","moody",2016-07-17,0,0,0.0414508312056209
"10703","moody",2016-07-24,0,0,0.056290784520154
"10704","moody",2016-07-31,0,0,0.0510361078907809
"10705","moody",2016-08-07,0,0,0.0423730471254391
"10706","moody",2016-08-14,0,0,0.0367920232765031
"10707","union",2016-04-24,0,0,1.03084225170296e-05
"10708","union",2016-05-15,0,0,0.000487895901964047
"10709","union",2016-05-22,0,0,0.00109603685214437
"10710","kingsbury",2016-05-15,0,0,0.000282495789753508
"10711","kingsbury",2016-05-22,0,0,0.000701948952628538
"10712","union",2016-06-12,0,0,0.0111387309236791
"10713","union",2016-06-19,0,0,0.0327717183059225
"10714","union",2016-06-26,0,0,0.0674114072253499
"10715","union",2016-07-03,0,0,0.120376319300372
"10716","union",2016-07-10,0,0,0.21543679787563
"10717","union",2016-07-17,0,0,0.252259275458405
"10718","union",2016-07-24,1,1,0.315109273140317
"10719","union",2016-07-31,1,1,0.283119613967607
"10720","union",2016-08-07,1,1,0.243584980158421
"10721","union",2016-08-14,0,0,0.208539730997136
"10722","union",2016-08-21,0,0,0.147487623192889
"10723","kingsbury",2016-08-14,0,0,0.184116607375112
"10724","kingsbury",2016-08-21,0,0,0.133736827975563
"10725","kingsbury",2016-08-28,0,0,0.0853549890647802
"10726","marshall",2016-03-06,0,0,4.40171368419852e-10
"10727","marshall",2016-03-13,0,0,8.32914420325995e-10
"10728","marshall",2016-03-20,0,0,2.86926984410613e-09
"10729","marshall",2016-03-27,0,0,1.36688205921487e-08
"10730","marshall",2016-04-03,0,0,5.05391394799198e-08
"10731","marshall",2016-04-10,0,0,1.95764494915267e-07
"10732","marshall",2016-04-17,0,0,6.60035779434498e-07
"10733","marshall",2016-04-24,0,0,4.36152155309843e-06
"10734","marshall",2016-05-01,0,0,2.13886819404295e-05
"10735","marshall",2016-05-08,0,0,6.03754421102143e-05
"10736","marshall",2016-05-15,0,0,0.000245526370637156
"10737","grant",2016-07-31,0,0,0.187496747253228
"10738","grant",2016-08-07,0,0,0.163886272420867
"10739","grant",2016-08-14,0,0,0.146957395786124
"10740","grant",2016-08-21,0,0,0.103263348188812
"10741","grant",2016-08-28,0,0,0.0674181730859503
"10742","grant",2016-09-04,0,0,0.0461684128937441
"10743","grant",2016-09-11,0,0,0.0250775218928367
"10744","grant",2016-09-18,0,0,0.0120721321589131
"10745","grant",2016-09-25,0,0,0.00720614099829778
"10746","lake",2016-07-03,1,1,0.168661508731856
"10747","lake",2016-07-10,0,0,0.271200840002569
"10748","lake",2016-07-17,0,0,0.296752559351378
"10749","lake",2016-07-24,1,1,0.362536914456996
"10750","lake",2016-07-31,0,0,0.344046043128737
"10751","lake",2016-08-07,0,0,0.306932041037399
"10752","codington",2016-01-03,0,0,6.20232141546712e-06
"10753","mccook",2016-03-06,0,0,5.99910039867272e-10
"10754","mccook",2016-03-13,0,0,1.28095346684898e-09
"10755","mccook",2016-03-20,0,0,4.12450929800082e-09
"10756","mccook",2016-03-27,0,0,2.52914754387792e-08
"10757","mccook",2016-04-03,0,0,1.04130093584163e-07
"10758","mccook",2016-04-10,0,0,3.86006839321896e-07
"10759","mccook",2016-04-17,0,0,1.02683936508704e-06
"10760","brookings",2016-08-07,1,1,0.389790240902986
"10761","brookings",2016-08-14,1,1,0.36236960194344
"10762","brookings",2016-08-21,0,0,0.281741737040723
"10763","brookings",2016-08-28,0,0,0.195448928164395
"10764","mccook",2016-05-22,0,0,0.000732339044379833
"10765","mccook",2016-05-29,0,0,0.00185156921392305
"10766","brookings",2016-09-18,0,0,0.03686411587298
"10767","brookings",2016-09-25,0,0,0.0230932950675771
"10768","brookings",2016-10-02,0,0,0.0113681431058997
"10769","miner",2016-08-07,0,0,0.0922727885216046
"10770","day",2016-06-19,0,0,0.0458367804254294
"10771","day",2016-06-26,1,1,0.0761602138175843
"10772","day",2016-07-03,0,0,0.110430549199118
"10773","minnehaha",2016-01-24,0,0,2.34634455780614e-08
"10774","minnehaha",2016-01-31,0,0,3.11981895252177e-09
"10775","miner",2016-09-18,0,0,0.00608763448312988
"10776","miner",2016-09-25,0,0,0.00441397169588846
"10777","miner",2016-10-02,0,0,0.00230201209318673
"10778","miner",2016-10-09,0,0,0.00103916607532604
"10779","deuel",2016-01-24,0,0,6.97252961295546e-10
"10780","deuel",2016-01-31,0,0,1.0973607762759e-10
"10781","deuel",2016-02-07,0,0,4.52588239991439e-11
"10782","mccook",2016-09-11,0,0,0.032675699078749
"10783","mccook",2016-09-25,0,0,0.012526014069024
"10784","mccook",2016-10-02,0,0,0.00657018063236023
"10785","mccook",2016-10-09,0,0,0.00295230508976672
"10786","mccook",2016-10-16,0,0,0.00147195619664347
"10787","mccook",2016-10-23,0,0,0.000664411804478995
"10788","mccook",2016-10-30,0,0,0.000359933491091981
"10789","mccook",2016-11-06,0,0,0.000503587146567835
"10790","lincoln",2016-03-27,0,0,1.33045085378015e-07
"10791","roberts",2016-01-03,0,0,1.37466748215396e-06
"10792","roberts",2016-01-10,0,0,1.2311570540306e-07
"10793","roberts",2016-01-17,0,0,2.12447524307018e-08
"10794","roberts",2016-01-24,0,0,4.22233855819391e-09
"10795","roberts",2016-01-31,0,0,8.78271906881866e-10
"10796","roberts",2016-02-07,0,0,2.96783450866832e-10
